"id","time","treat","age","educ","black","hispan","white","married","nodegree","re74","re75","re78","r_iptw"
346,0,0,40,12,0,1,0,0,0,13616.9,2228.952,876.2919,0.789866579394436
347,0,0,50,3,0,0,1,1,1,3136.786,2203.887,13976.34,0.716178994651605
348,0,0,48,8,0,0,1,1,1,16050.31,2116.161,11600.15,0.713644944286936
349,0,0,17,7,0,1,0,0,1,0,2082.145,6460.621,0.850129576415361
350,0,0,30,12,0,0,1,1,0,7347.251,2080.355,14475.81,0.718410014544594
351,0,0,30,7,0,0,1,1,1,574.0652,2010.532,366.4762,0.727615035981866
352,0,0,22,11,0,0,1,1,1,3030.986,1976.516,0,0.739359572448597
353,0,0,27,12,0,0,1,1,0,11493.06,1906.694,13419.24,0.71253052955873
354,0,0,25,9,0,0,1,1,1,23377.97,1901.323,1898.879,0.70583602032929
355,0,0,21,14,0,0,1,0,0,80.32994,1890.581,6389.69,0.789207194387365
356,0,0,17,10,0,0,1,0,1,0,1888.79,19993.64,0.789627335501143
357,0,0,39,7,0,0,1,0,1,7786.126,1844.032,9206.237,0.74393850352595
358,0,0,18,9,1,0,0,0,1,1183.397,1822.548,803.8833,2.24164503001623
359,0,0,25,12,0,0,1,1,0,2721.422,1754.516,1037.364,0.72365026582115
360,0,0,20,8,0,0,1,1,1,2360.916,1741.984,0,0.723860507715035
361,0,0,19,13,0,0,1,0,0,2366.794,1709.758,0,0.761425923826707
362,0,0,19,11,0,0,1,0,1,0,1693.645,9853.481,0.807825354771361
363,0,0,22,12,0,0,1,0,0,10137.25,1679.323,25564.67,0.730688934029692
364,0,0,18,11,1,0,0,0,1,2068.986,1623.823,20243.38,2.67676942460768
365,0,0,21,10,0,0,1,0,1,1767.259,1555.79,7675.312,0.782507337313157
366,0,0,24,12,0,0,1,1,0,7643.1,1546.839,3262.82,0.715759235527547
367,0,0,18,11,0,0,1,0,1,1273.523,1532.516,12489.75,0.795892725054735
368,0,0,17,10,0,0,1,0,1,568.1874,1525.355,6231.573,0.784314251445205
369,0,0,17,10,0,0,1,0,1,0,1503.871,7843.773,0.787775778716645
370,0,0,18,10,0,0,1,0,1,0,1491.339,237.914,0.789131732342672
371,0,0,53,10,0,1,0,0,1,7878.212,1489.548,13170.98,0.937321540626006
372,0,0,18,11,1,0,0,0,1,1191.234,1478.806,3683.972,2.78913650184774
373,0,0,17,10,0,1,0,0,1,0,1453.742,6918.716,0.936270024008911
374,0,0,26,12,1,0,0,0,0,0,1448.371,0,2.19272689195074
375,0,0,39,5,0,0,1,1,1,13082.02,1434.048,18323.81,0.708234769115729
376,0,0,18,12,1,0,0,0,0,1579.169,1408.984,3057.416,1.87198249289013
377,0,0,23,13,0,0,1,0,0,601.4949,1394.661,4975.505,0.773271398209688
378,0,0,18,8,0,0,1,0,1,5023.56,1391.081,6756.166,0.74412290220117
379,0,0,28,10,0,0,1,1,1,7578.444,1383.919,2404.261,0.725288479509158
380,0,0,32,4,0,0,1,1,1,0,1378.548,0,0.71722952910143
381,0,0,18,11,1,0,0,0,1,0,1367.806,33.98771,2.96227014455267
382,0,0,40,10,0,0,1,1,1,1543.902,1342.742,0,0.748141615688425
383,0,0,21,14,0,0,1,0,0,8456.196,1330.21,16967.26,0.746847013099735
384,0,0,29,10,0,1,0,0,1,3732.403,1323.048,6694.101,0.916788625827295
385,0,0,31,6,0,0,1,0,1,2666.562,1321.258,0,0.746353369181984
386,0,0,46,7,0,0,1,1,1,19171.43,1317.677,0,0.708137563334182
387,0,0,20,9,0,1,0,1,1,0,1283.661,0,0.790101649386991
388,0,0,36,18,0,0,1,1,0,3273.935,1269.339,18227.76,0.771868310149444
389,0,0,45,12,0,0,1,1,0,16559.72,1265.758,7987.112,0.711040867537576
390,0,0,16,10,0,0,1,0,1,1026.656,1224.581,6847.785,0.778945423970475
391,0,0,18,12,0,0,1,0,0,818.9735,1208.468,2232.845,0.75586784471993
392,0,0,40,12,0,1,0,0,0,11867.28,1195.935,3873.121,0.796513382014468
393,0,0,16,9,0,0,1,0,1,0,1188.774,2451.548,0.772072972636509
394,0,0,16,10,0,0,1,0,1,574.0652,1181.613,5578.418,0.781404978960596
395,0,0,28,5,0,1,0,1,1,10967.98,1178.032,239.3917,0.723313001238907
396,0,0,20,12,0,0,1,0,0,0,1147.597,15554.55,0.761069717972102
397,0,0,19,8,0,0,1,1,1,39.18534,1136.855,5327.204,0.727027008129205
398,0,0,16,8,0,0,1,0,1,0,1113.581,542.3257,0.760891777033335
399,0,0,20,11,0,0,1,1,1,2547.047,1099.258,0,0.737620696181836
400,0,0,35,10,0,0,1,1,1,4964.782,1086.726,1745.195,0.733956880782722
401,0,0,32,6,0,1,0,1,1,979.6334,1036.597,0,0.761323053333496
402,0,0,32,16,1,0,0,0,0,17135.75,1031.226,0,1.59374744387481
403,0,0,17,9,1,0,0,0,1,0,981.0968,8900.347,2.27942509054104
404,0,0,16,7,0,0,1,0,1,0,975.7258,4728.725,0.751238139917416
405,0,0,32,15,0,0,1,0,0,489.8167,968.5645,7684.178,0.815635349512604
406,0,0,19,12,0,0,1,0,0,815.055,964.9839,12059.73,0.756042193214238
407,0,0,40,12,0,0,1,1,0,16851.65,961.4032,17717.94,0.709687752759805
408,0,0,50,7,0,0,1,1,1,11473.47,956.0323,0,0.715835478054612
409,0,0,39,11,0,0,1,0,1,0,930.9677,0,0.842336061241545
410,0,0,18,8,0,1,0,0,1,0,902.3226,1306.31,0.868419893761083
411,0,0,39,10,1,0,0,0,1,844.444,889.7903,701.9201,3.16026016578425
412,0,0,17,11,0,1,0,0,1,0,873.6774,7759.542,0.969334285912044
413,0,0,17,5,1,0,0,0,1,96.00407,868.3065,0,1.51721408836171
414,0,0,19,12,0,0,1,0,0,2425.572,861.1452,2587.499,0.749499308515137
415,0,0,27,15,0,0,1,0,0,0,857.5645,3392.86,0.80996997396771
416,0,0,18,11,1,0,0,0,1,587.78,841.4516,7933.914,2.80856193131497
417,0,0,20,14,0,0,1,1,0,0,805.6452,1454.083,0.735491673921556
418,0,0,20,12,0,0,1,1,0,12145.49,791.3226,13683.75,0.709833356577968
419,0,0,19,13,1,0,0,0,0,1714.358,785.9516,9067.33,2.04033275416288
420,0,0,24,8,0,0,1,1,1,213.5601,760.8871,2340.719,0.728368786830998
421,0,0,27,12,0,0,1,1,0,4222.22,751.9355,0,0.720613780116016
422,0,0,19,9,0,0,1,0,1,773.9104,676.7419,5647.871,0.769507887050195
423,0,0,52,8,1,0,0,1,1,5454.599,666,0,1.37461001288873
424,0,0,18,11,0,1,0,0,1,0,630.1935,0,0.970083286421776
425,0,0,16,10,0,1,0,0,1,0,630.1935,3892.332,0.922481212776248
426,0,0,18,12,0,1,0,0,0,0,630.1935,4843.988,0.855902426024948
427,0,0,45,12,0,0,1,0,0,4473.006,608.7097,0,0.763912393502319
428,0,0,21,14,0,0,1,0,0,9708.167,594.3871,2256.488,0.741011599066097
429,0,0,36,8,0,0,1,1,1,2715.544,585.4355,0,0.728379573728854
430,0,0,21,13,0,0,1,0,0,513.3279,578.2742,0,0.768309109960628
431,0,0,41,7,0,0,1,1,1,19573.08,565.7419,0,0.706839637044844
432,0,0,18,7,0,0,1,0,1,491.776,558.5806,642.8111,0.749887689846538
433,0,0,39,9,0,0,1,0,1,11230.52,537.0968,5752.79,0.744189633111473
434,0,0,19,3,0,0,1,1,1,0,537.0968,0,0.710979162664004
435,0,0,32,13,0,0,1,1,0,12553.02,524.5645,15353.58,0.71383694783833
436,0,0,16,9,0,0,1,0,1,0,485.1774,4112.513,0.769364927760833
437,0,0,16,7,0,0,1,0,1,658.3136,479.8065,6210.885,0.747502347522345
438,0,0,21,9,1,0,0,0,1,1030.574,470.8548,1223.558,2.22028121004765
439,0,0,22,12,0,0,1,1,0,12096.51,469.0645,14289.62,0.710033881137407
440,0,0,23,11,0,1,0,1,1,8946.012,469.0645,4776.012,0.765355942651497
441,0,0,17,8,1,0,0,0,1,0,451.1613,0,2.00637823659814
442,0,0,21,8,0,0,1,1,1,5699.507,388.5,8844.194,0.717409671967406
443,0,0,18,10,0,0,1,0,1,0,386.7097,0,0.783947155164959
444,0,0,24,12,0,0,1,1,0,9051.813,327.629,8547.171,0.71314553616149
445,0,0,24,12,1,0,0,1,0,4232.016,320.4677,1273.8,1.1363921069839
446,0,0,16,9,0,0,1,0,1,0,320.4677,3707.616,0.76874555832572
447,0,0,20,8,0,0,1,1,1,621.0876,306.1452,5551.819,0.72510147083042
448,0,0,42,8,0,0,1,0,1,17925.33,300.7742,14116.72,0.723486349832649
449,0,0,17,8,0,1,0,0,1,391.8534,300.7742,18891.26,0.855990497125557
450,0,0,19,8,0,1,0,0,1,368.3422,300.7742,18510,0.861307074239595
451,0,0,17,9,1,0,0,0,1,0,297.1935,54.67588,2.22268922911602
452,0,0,21,14,0,0,1,0,0,107.7597,293.6129,7698.955,0.781638991949602
453,0,0,16,9,1,0,0,0,1,0,277.5,3983.951,2.19725564143188
454,0,0,23,13,1,0,0,0,0,172.4155,272.129,582.2243,2.25173247793597
455,0,0,16,9,0,0,1,0,1,411.446,254.2258,1725.985,0.766466761534
456,0,0,17,11,0,1,0,0,1,803.2994,248.8548,5173.521,0.945780615584471
457,0,0,46,7,0,0,1,0,1,1081.515,245.2742,0,0.773753458830409
458,0,0,32,10,0,0,1,1,1,4145.809,238.1129,8245.714,0.732781490707393
459,0,0,18,11,0,0,1,0,1,131.2709,218.4194,7503.896,0.797041832137474
460,0,0,23,12,0,1,0,1,0,0,216.629,0,0.771098168335149
461,0,0,18,10,0,0,1,1,1,0,211.2581,14053.18,0.735445612117215
462,0,0,19,10,1,0,0,0,1,1056.045,205.8871,0,2.40361149483936
463,0,0,16,7,1,0,0,0,1,133.2301,205.8871,6145.865,1.76959734073958
464,0,0,26,7,0,0,1,1,1,1538.024,189.7742,650.1997,0.721682302904722
465,0,0,16,10,0,0,1,0,1,0,189.7742,2136.793,0.780434290201495
466,0,0,17,10,0,0,1,0,1,0,182.6129,6423.677,0.781702314703089
467,0,0,17,10,0,0,1,0,1,0,171.871,1483.637,0.781654673708404
468,0,0,23,8,0,0,1,1,1,33.30754,166.5,0,0.72735950203667
469,0,0,29,12,0,0,1,1,0,14641.6,162.9194,9473.705,0.709072640423275
470,0,0,17,10,0,0,1,0,1,0,152.1774,10301.23,0.781567402374235
471,0,0,49,8,0,0,1,1,1,14684.7,136.0645,14963.46,0.713764508303561
472,0,0,20,10,0,0,1,1,1,6563.544,134.2742,15363.92,0.722277773323449
473,0,0,40,16,0,0,1,1,0,0,114.5806,0,0.7658230698528
474,0,0,19,10,0,0,1,0,1,1933.796,112.7903,675.321,0.772983232577433
475,0,0,18,11,0,0,1,0,1,1481.206,57.29032,1421.573,0.787194511336221
476,0,0,16,6,1,0,0,0,1,0,44.75806,0,1.61093341923678
477,0,0,22,8,0,0,1,1,1,105.8004,42.96774,209.8372,0.726579717639766
478,0,0,31,12,1,0,0,1,0,0,42.96774,11023.84,1.35124891949917
479,0,0,20,11,0,0,1,1,1,4478.884,39.3871,6280.338,0.730714941263723
480,0,0,17,11,0,1,0,0,1,601.4949,10.74194,1913.656,0.946215512068393
481,0,0,50,12,0,0,1,1,0,25862.32,0,25564.67,0.705099508189068
482,0,0,49,14,0,0,1,1,0,25862.32,0,25564.67,0.707398745851981
483,0,0,47,9,0,0,1,1,1,25862.32,0,25564.67,0.706331925115976
484,0,0,34,11,0,1,0,1,1,22198.49,0,0,0.728566846017345
485,0,0,22,8,1,0,0,1,1,16961.37,0,959.0445,0.876600154033693
486,0,0,27,12,0,0,1,1,0,15509.56,0,12593.19,0.708061262730553
487,0,0,30,10,0,0,1,1,1,14913.94,0,11563.21,0.713751302267744
488,0,0,52,12,0,0,1,1,0,14780.71,0,25564.67,0.713335267873961
489,0,0,43,12,0,0,1,1,0,13321.05,0,16860.86,0.712800391244863
490,0,0,27,9,0,1,0,1,1,12829.28,0,0,0.736647648039054
491,0,0,35,13,0,0,1,0,0,9537.711,0,11269.14,0.742740205702126
492,0,0,45,12,0,0,1,1,0,9277.128,0,12108.49,0.718154398979155
493,0,0,22,11,1,0,0,1,1,9049.853,0,9088.018,1.20798932984013
494,0,0,22,12,0,0,1,1,0,9022.424,0,3342.618,0.712482785575911
495,0,0,23,11,0,0,1,1,1,8910.745,0,4183.444,0.723068609235206
496,0,0,55,7,0,0,1,1,1,8832.375,0,0,0.719996491646945
497,0,0,26,14,0,0,1,0,0,8411.132,0,0,0.747380798582958
498,0,0,34,12,0,0,1,0,0,8125.079,0,6032.08,0.739529621849284
499,0,0,22,11,0,0,1,0,1,8013.401,0,5748.356,0.75749817478787
500,0,0,31,12,0,0,1,0,0,6156.016,0,4094.78,0.743554139851411
501,0,0,19,12,0,0,1,0,0,5797.47,0,2160.436,0.736784777593164
502,0,0,24,10,0,0,1,1,1,5523.173,0,5040.525,0.725567728183707
503,0,0,36,12,0,0,1,1,0,5374.269,0,0,0.721036749917629
504,0,0,20,9,0,0,1,1,1,5229.283,0,15892.95,0.720623969992952
505,0,0,23,8,0,0,1,1,1,4610.155,0,0,0.719151049902304
506,0,0,35,11,0,0,1,1,1,3975.352,0,21963.45,0.740668412252782
507,0,0,23,12,0,0,1,0,0,3893.063,0,16324.45,0.745208212563329
508,0,0,29,10,0,0,1,0,1,3751.996,0,251.2135,0.774577802383203
509,0,0,24,9,0,0,1,1,1,3438.513,0,818.6605,0.725255787201448
510,0,0,18,10,0,0,1,0,1,3360.143,0,0,0.764307909747858
511,0,0,45,8,1,0,0,0,1,3299.405,0,31.03226,2.26556727681309
512,0,0,21,13,0,1,0,0,0,3015.312,0,17627.8,0.849516053901744
513,0,0,29,13,0,0,1,1,0,2780.2,0,14339.86,0.727013028100732
514,0,0,21,15,0,0,1,0,0,2629.336,0,1717.118,0.778756124853253
515,0,0,22,16,1,0,0,0,0,2564.68,0,116.7404,2.75745274455491
516,0,0,24,12,1,0,0,1,0,2355.039,0,2448.593,1.19101156713472
517,0,0,20,14,0,0,1,0,0,2210.053,0,2813.591,0.767812315845697
518,0,0,19,6,1,0,0,0,1,1955.348,0,14998.92,1.52792060762243
519,0,0,19,9,0,1,0,0,1,1822.118,0,3372.172,0.868093054639785
520,0,0,19,12,1,0,0,0,0,1681.051,0,0,1.79612258757311
521,0,0,20,13,0,0,1,0,0,1657.54,0,913.235,0.759895774004648
522,0,0,19,12,1,0,0,0,0,1655.58,0,0,1.79813076233991
523,0,0,26,5,0,0,1,1,1,1573.291,0,3700.227,0.715134549707957
524,0,0,26,9,0,1,0,0,1,1563.495,0,2862.356,0.891417709836738
525,0,0,23,12,0,0,1,0,0,1504.717,0,0,0.753905710644702
526,0,0,20,9,0,1,0,0,1,1500.798,0,12618.31,0.874801898551658
527,0,0,20,10,0,0,1,0,1,1412.631,0,6290.682,0.776570204739851
528,0,0,36,11,0,0,1,1,1,1404.794,0,0,0.749975503776015
529,0,0,39,12,0,0,1,1,0,1289.198,0,1202.869,0.73010023099571
530,0,0,17,9,1,0,0,0,1,1222.582,0,422.6298,2.0726562600608
531,0,0,55,3,0,0,1,0,1,1208.868,0,0,0.743075599719352
532,0,0,28,8,0,0,1,1,1,1202.99,0,19516.33,0.726961888466917
533,0,0,19,12,0,1,0,0,0,1058.004,0,8923.991,0.841820642024576
534,0,0,37,7,0,0,1,1,1,963.9593,0,0,0.726901003688851
535,0,0,16,9,0,0,1,1,1,920.8554,0,15997.87,0.726743197876231
536,0,0,17,10,0,0,1,0,1,646.558,0,9438.24,0.77716860856331
537,0,0,24,12,1,0,0,0,0,566.2281,0,2284.565,1.98512669190137
538,0,0,19,11,0,0,1,0,1,540.7576,0,3406.16,0.794586045568571
539,0,0,50,5,1,0,0,1,1,411.446,0,9166.338,1.25815872218755
540,0,0,19,9,1,0,0,0,1,384.0163,0,0,2.20467142479962
541,0,0,36,1,1,0,0,0,1,348.7495,0,0,1.24189941993994
542,0,0,18,11,0,0,1,0,1,321.3198,0,7722.599,0.794583499463443
543,0,0,16,7,0,1,0,0,1,289.9715,0,7515.717,0.829313695085001
544,0,0,21,11,0,0,1,1,1,246.8676,0,6708.879,0.742676688859119
545,0,0,55,6,0,0,1,1,1,111.6782,0,0,0.732593706243029
546,0,0,37,12,0,0,1,0,0,48.98167,0,877.7696,0.775135557582855
547,0,0,26,12,0,1,0,1,0,47.0224,0,0,0.773480738161365
548,0,0,54,12,0,0,1,1,0,0,0,0,0.742342518104875
549,0,0,50,12,0,0,1,1,0,0,0,0,0.739673241255027
550,0,0,16,8,0,0,1,0,1,0,0,2559.422,0.757298139742482
551,0,0,16,9,0,1,0,0,1,0,0,0,0.882836539568649
552,0,0,18,10,1,0,0,0,1,0,0,2281.61,2.4892658507751
553,0,0,40,11,1,0,0,1,1,0,0,0,1.99410090862257
554,0,0,16,8,0,0,1,0,1,0,0,0,0.757298139742482
555,0,0,16,9,1,0,0,0,1,0,0,2158.959,2.17519394370374
556,0,0,26,14,0,0,1,0,0,0,0,6717.745,0.787735497976814
557,0,0,20,9,1,0,0,0,1,0,0,6083.8,2.27137615531262
558,0,0,20,12,1,0,0,0,0,0,0,0,1.95654760364779
559,0,0,18,11,1,0,0,0,1,0,0,0,2.80269687279362
560,0,0,46,11,1,0,0,1,1,0,0,2820.98,2.12271857835917
561,0,0,17,8,1,0,0,0,1,0,0,12760.17,1.97522329077404
562,0,0,16,9,0,0,1,0,1,0,0,4974.028,0.767555994041035
563,0,0,30,10,0,0,1,1,1,0,0,3151.991,0.742606645577514
564,0,0,33,12,0,1,0,1,0,0,0,5841.453,0.782495488271981
565,0,0,34,12,1,0,0,1,0,0,0,18716.88,1.38130819814585
566,0,0,21,13,1,0,0,0,0,0,0,17941.08,2.20023262338905
567,0,0,29,11,0,0,1,1,1,0,0,0,0.749485177850055
568,0,0,19,12,0,0,1,0,0,0,0,0,0.756440801088244
569,0,0,31,4,0,1,0,0,1,0,0,1161.493,0.802845295573538
570,0,0,19,12,0,1,0,0,0,0,0,18573.55,0.853112785773788
571,0,0,20,12,1,0,0,0,0,0,0,11594.24,1.95654760364779
572,0,0,55,4,1,0,0,0,1,0,0,0,1.91820042280029
573,0,0,19,11,1,0,0,0,1,0,0,16485.52,2.8361550692112
574,0,0,18,11,1,0,0,0,1,0,0,7146.286,2.80269687279362
575,0,0,48,13,0,0,1,1,0,0,0,0,0.745350359936212
576,0,0,16,9,0,1,0,1,1,0,0,6821.186,0.778821449790596
577,0,0,17,10,1,0,0,0,1,0,0,0,2.46123760320385
578,0,0,38,12,0,0,1,1,0,0,0,18756.78,0.732605574356455
579,0,0,34,8,0,0,1,1,1,0,0,2664.341,0.732570364732749
580,0,0,53,12,0,0,1,0,0,0,0,0,0.797431647653144
581,0,0,48,14,0,0,1,1,0,0,0,7236.427,0.753516809049775
582,0,0,16,9,0,0,1,0,1,0,0,6494.608,0.767555994041035
583,0,0,17,8,1,0,0,0,1,0,0,4520.366,1.97522329077404
584,0,0,27,14,1,0,0,0,0,0,0,10122.43,2.6382501781353
585,0,0,37,8,1,0,0,0,1,0,0,648.722,2.44881630288246
586,0,0,17,10,1,0,0,0,1,0,0,1053.619,2.46123760320385
587,0,0,16,8,0,0,1,0,1,0,0,0,0.757298139742482
588,0,0,48,12,0,0,1,1,0,0,0,1491.026,0.738400459648644
589,0,0,55,7,0,0,1,0,1,0,0,0,0.790970095693032
590,0,0,21,15,0,0,1,0,0,0,0,0,0.795385096632298
591,0,0,16,10,1,0,0,0,1,0,0,1730.418,2.43364808921808
592,0,0,23,12,0,0,1,0,0,0,0,3902.676,0.760202353184333
593,0,0,46,11,1,0,0,1,1,0,0,0,2.12271857835917
594,0,0,17,10,0,0,1,0,1,0,0,14942.77,0.780896123240126
595,0,0,42,16,0,0,1,0,0,0,0,23764.8,0.856937399349352
596,0,0,18,10,1,0,0,0,1,0,0,5306.516,2.4892658507751
597,0,0,53,12,1,0,0,0,0,0,0,0,2.8157980309376
598,0,0,17,10,0,0,1,1,1,0,0,3859.822,0.734464241936282
599,0,0,17,6,0,0,1,0,1,0,0,0,0.741814022902983
600,0,0,43,6,0,0,1,1,1,0,0,0,0.726972884090223
601,0,0,34,12,1,0,0,0,0,0,0,0,2.26745367240245
602,0,0,16,8,0,1,0,0,1,0,0,12242.96,0.855405442607154
603,0,0,27,12,0,0,1,1,0,0,0,1533.88,0.727203168850372
604,0,0,51,4,1,0,0,0,1,0,0,0,1.84361780091214
605,0,0,39,2,1,0,0,1,1,0,0,964.9555,0.997277338182134
606,0,0,55,8,0,0,1,1,1,0,0,0,0.745875907874362
607,0,0,16,9,0,0,1,0,1,0,0,5551.819,0.767555994041035
608,0,0,27,10,1,0,0,0,1,0,0,7543.794,2.76245170671594
609,0,0,25,14,0,0,1,0,0,0,0,0,0.786341755847497
610,0,0,18,11,0,0,1,0,1,0,0,10150.5,0.796820653014759
611,0,0,24,1,0,1,0,1,1,0,0,19464.61,0.723708719156152
612,0,0,21,18,0,0,1,0,0,0,0,0,0.855565936706795
613,0,0,32,5,1,0,0,1,1,0,0,187.6713,1.13246945483391
614,0,0,16,9,0,0,1,0,1,0,0,1495.459,0.767555994041035
