fixture	sha256	bytes	rows	columns	schema	producer	consumers	classification
exp_entry_boundary.dta	9ea959973b613b1499d8d525027342d0ca49eb2024e1992eb80c3a4c5e7f212a	3136	1	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_exact_overlap.dta	f03780062966bb04d79c9760b78f596dc8f6a87e9a60d01c74b32307973cdab5	3199	2	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_exit_boundary.dta	5e887227bc049acc727d1a22a3e62bd733d06242eb4dc10740fbe965b4ca350e	3136	1	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_five_periods.dta	a5a9462dc3cc9d5d882bb3631dfbfaf6e8fc7691d26641b7fca926529342375f	3248	5	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_full_span.dta	75a2810c708e121350749ca1e7b4f293f638acec6a5e0843e8c7f8ebc9659ab0	3173	1	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_full_year_single.dta	ddf56e98687579a2a947fa658e75a105c84ccfe1a5f5b68e336f76de137983b9	3136	1	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_fullyear.dta	b7a84dc4b3680726af04f6526b29078a7b7b758d2eceda2747f34f64c3c57a79	3165	1	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_gap1.dta	9fad893faca88f159e3356e9cebdcb58b961254ffe62c7d328cded0582a0c063	3184	2	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_gap13.dta	196442ffe616e952eeafcaeb6de31b5b3f40d785cf750a36f4a1fe2d950ff8e8	3177	2	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_gap14.dta	a5bdd4e82e21b447fb529b33c1ac4fa2c01cc3d5fbaf7427e07bd79a71951943	3199	2	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_gap15.dta	52bf9b6c0a43e2a2f9a0c9f04165a59afc0ec092b6975af23dd91944baed099b	3177	2	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_invalid_order.dta	00f9a17bcf4d6f99a04f53a0d5409ce26089e5748d2d86f7ad242d24d89f6215	3170	1	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_large_dose.dta	af40811cf91563c4bb8bcec7114af8b387e78771c032ac62f1da22910a8172f4	3813	1	5	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g|dose:double:%10.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_leap_year.dta	0f9514e6a25eb7481c1cc15a8bf89e5798bb7e2d4d2ad11aa5f755ec05d85229	3136	1	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_multi_gaps.dta	08b2cd416a5d13708a66ff9425cacf6cc88ce65a198f5f64009b380a81f6f7b2	3227	4	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_multi_single_day.dta	9e675664635369aa77e186c7a947468bb30186d4cb42c2848c7a0ffa442dec4d	3207	3	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_multi_type.dta	1cdf7f02675918c1f6fa9bd413f20010e9807b31a3e62033618162d6af25c29d	3201	3	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_near_daily.dta	0eeaee4989b884bd4b72b4d3de103bf8fef6353520f5060a70d7f12fe75707c9	3210	3	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_near_duplicate.dta	47c741074d311f2de0d05b3e1c99cfc45083b53da8dcd6dc7aa0c83f6bbe4936	3867	2	5	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g|dose:double:%10.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_nested_diff.dta	67875c42d6ca0fa8e724cafca334a77c5c14900356e3036858c6c9d1ef7b863d	3188	2	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_nested_same.dta	ce6c005612a46c478eb977917e6d8c36cabb56b9841075a8a07c934771673009	3204	2	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_outside_study.dta	7aac1cf9a78177161c91c6cbaa9e81a36784aeb96fa64a9d26a6747bfed18804	3168	1	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_overlap.dta	ee984203d932cb4794a22bab5a63e24bbc9d6a04c23f1725a1c8c373b47dae3c	3178	2	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	test_verbose.do;validation_tvexpose.do	canonical
exp_overlap_1day.dta	70fc1b64c15bc5434d0fbf1aa83abc7f550fd1eeae65ed4947149ff9e716cdbf	3195	2	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_partial_coverage.dta	8872ca36e1852fad38833bb0ec09c8f716f53bea8fceb0641ae21cbe089cb0de	3191	2	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_pointtime.dta	30e83dae345f08421dc01ba5465fa01ab4203eb50429d57bf3aba1effc985d78	2537	3	3	id:int32:%12.0g|rx_start:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_random_order.dta	0ccc72febd1d308121dc8aebb033cfaf902a5db094bdc7aeb38c74b76c38ee07	3203	3	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_same_dates_diff_types.dta	6e1a9bdbd2c9589322d4e946872a885eba75e4d1043dac8708ccd582d63b7ee6	3188	2	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_same_end.dta	59b546fd405ed6441d77550e9a1c5edcf92956afd088dfc50e465947c1b18537	3185	2	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_same_start.dta	054496d255b6d6fce7e542ed2fb20a47a4307e184fa1eab4393466e00151c2ce	3157	2	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_same_stop.dta	d461a9c4f41d80a553b92e24d627ef685e5d5863b4a99594d904c3b8878878fb	3157	2	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_same_type_overlap.dta	21a9254ecfd088516dc29ab8d9346d5ee65564821011c50bc34b389e2f72e302	3188	2	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_single_day.dta	d9ebea781f149a1d5904958c3dbbbc05390101b9a28dd4eb107f386aad4c9f07	3136	1	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_small_dose.dta	6b69a3b21c0fabceb00ffd13829f2251ccad433b531d81a5964346c39c71b248	3813	1	5	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g|dose:double:%10.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_three_periods.dta	f91de9c1038f1f48f5df55730bdcb97949fb2691b84ffab5e0bda9ba6b256d1a	3209	3	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_three_types.dta	120d5f5ef67de1620f9787d9570d39143aead21a04da28898c3290c2439e3059	3210	3	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_triple_overlap.dta	e730c15d41de40eb6adeca4b30a74c5086ad5e581a815929eb78a9073ea082c9	3215	3	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_two.dta	c8db19e793b4f8ab37fd695a71f1ae64c5a2220fc304d335f9710148e34deaa2	3186	2	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_type_switch.dta	59a6006abc9ff6ce523b6a947f762fb897b1fe0f935328ba52908bbd7d0fd109	3204	2	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_typegrace.dta	072ac5adc651de250130daab67336fc6dfdd2bf6abf12e2ee2f13f213afa3aab	3241	4	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_with_dose.dta	c5f13b4658c9bbb67c28172a6a27d84e1db11e13e846254fffa7afab709fd1b1	3847	2	5	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g|dose:double:%10.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exp_zero_duration.dta	546d0e8295c96f01e07696ce0e3b8adb50164a10af2ddad295d88bb3ec0893d8	3158	1	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exposure_dose.dta	85d7cc0de27dc89cd49b3af2aa06eea217cc2c7cba4631f5a03df05cda460747	3225	3	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|dose_amt:double:%10.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exposure_multi.dta	fea3cfdfe87c246371a339309b9a01aa478d25a4c7ae12a8c35a95d3cd6f1603	3242	5	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exposure_overlap.dta	38f1503a20fb89e26b560ee45a128b42496c7977089601fd4d3d84e4d8565405	3178	2	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exposure_single.dta	0eafd13480d5d5cd305fa22ef5b6a10e7fe3ecbf53a8f85f73bee7ae4e40fbc3	3174	1	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|exp_type:int8:%8.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exposure_single_cumulative.dta	c399a721c5035694ba5544637e37b7afd0d7f1948444a01fbeae9366d1b1093d	3179	1	4	id:int32:%12.0g|rx_start:double:%td|rx_stop:double:%td|cumulative:double:%10.0g	validation_tvexpose.do	validation_tvexpose.do	canonical
exposures_stress.dta	04ebff9b190450975405433cb0a6c409fe5957bca9c1308e5fea5ccc684e7d0e	294588	41639	4	id:int16:%12.0g|exp_start:int16:%td|exp_stop:int16:%td|exp_type:int8:%8.0g	data/generate_test_data.do	source-control/retained-canonical	canonical
hospitalizations.dta	4b389fd3cefb8a807fda1fc3355dcf34b9404a368d8b6918e42dbdbe42d620db	14111	1538	4	id:int16:%12.0g|hosp_date:int16:%td|hosp_end:int16:%td|hosp_type:int8:%11.0g	data/generate_test_data.do	source-control/retained-canonical	canonical
hospitalizations_large.dta	da5fbac862a5b6fdb94c50ff572443636d77109b37d85e3e83950131689d0c87	56182	7581	4	id:int16:%12.0g|hosp_date:int16:%td|hosp_end:int16:%td|hosp_type:int8:%8.0g	data/generate_test_data.do	source-control/retained-canonical	canonical
hospitalizations_wide.dta	a1649d4ba308442deef429072406e5a0ef6151c32ee50b92700f4d0c7d661c73	21675	1000	8	id:int16:%12.0g|study_entry:int16:%td|study_exit:int16:%td|hosp_date1:int16:%td|hosp_date2:int16:%td|hosp_date3:int16:%td|hosp_date4:int16:%td|hosp_date5:int16:%td	data/generate_test_data.do	source-control/retained-canonical	canonical
hrt.dta	1cdd0ead44a196b54026667d6b0cd8fab988ebe8b5166db147b5a0d5b455ebb4	31845	1858	5	id:int16:%12.0g|rx_start:int16:%td|rx_stop:int16:%td|hrt_type:int8:%9.0g|dose:double:%10.0g	data/generate_test_data.do;test_tvmerge.do	test_tvmerge.do	canonical
hrt_large.dta	2445c971e88bd19483d66425a7ce438b29e5466fa051df8322c09d294303daef	136910	8877	5	id:int16:%12.0g|rx_start:int16:%td|rx_stop:int16:%td|hrt_type:int8:%8.0g|dose:double:%10.0g	data/generate_test_data.do	source-control/retained-canonical	canonical
hrt_miss.dta	61df5b9e9aa6abc436a7a078842ab7172c84b0f6b8f38d7333e4fa67c5c6a09e	30930	1797	5	id:int16:%12.0g|rx_start:int16:%td|rx_stop:int16:%td|hrt_type:int8:%9.0g|dose:double:%10.0g	data/generate_test_data.do	source-control/retained-canonical	canonical
intervals_2person.dta	577ccdb64e14fce0a1b500fe301ef2b1a84c83289862b847ec548f9632b2bffd	3177	2	4	id:int32:%12.0g|start:double:%td|stop:double:%td|tv_exp:int8:%8.0g	validation_tvevent.do	validation_tvevent.do	canonical
intervals_3person.dta	4f2d4a70b4c67d0fce081e10380ae66d87444b4d7f05cc7470884338028cfe81	3178	3	4	id:int32:%12.0g|start:double:%td|stop:double:%td|tv_exp:int8:%8.0g	validation_tvevent.do	validation_tvevent.do	canonical
intervals_cumtime_test.dta	8c1d5301b3dc8a77f5f357c04c0df58dd2856ceaa7be112cebaf70f08c47b2fd	2610	5	3	id:int32:%12.0g|start:double:%td|stop:double:%td	validation_tvevent.do	validation_tvevent.do	canonical
intervals_custom_names.dta	19b257aa1d8c46ada1fd31f9a3f8cc43cfb9fd02f4b64cabf40cb5b18ba641a7	3170	1	4	id:int32:%12.0g|begin_dt:double:%td|end_dt:double:%td|tv_exp:int8:%8.0g	validation_tvevent.do	validation_tvevent.do	canonical
intervals_extra_vars.dta	2871c1434ecff507fee038a981529ee18c5f44e6d44f812cfe8969806544d7b9	3817	1	5	id:int32:%12.0g|start:double:%td|stop:double:%td|tv_exp:int8:%8.0g|cumulative:double:%10.0g	validation_tvevent.do	validation_tvevent.do	canonical
intervals_fullyear.dta	9b2e273cd5cc41ba794dae874bf6f0bce0a29af23aa334d2a0105294ed4cbaca	3161	1	4	id:int32:%12.0g|start:double:%td|stop:double:%td|tv_exp:int8:%8.0g	validation_tvevent.do	validation_tvevent.do	canonical
intervals_multi_cont.dta	e4c48b5494fb233b79eb4524c11c76c0e0609ae6f392a95175e79c13c63b0950	4475	1	6	id:int32:%12.0g|start:double:%td|stop:double:%td|tv_exp:int8:%8.0g|cum_dose:double:%10.0g|cum_cost:double:%10.0g	validation_tvevent.do	validation_tvevent.do	canonical
intervals_multiperson.dta	317d2388081d2aaf2ff1d64309bbdfd925b910364e4cbd8ec937934eec711a44	3285	6	4	id:int32:%12.0g|start:double:%td|stop:double:%td|tv_exp:int8:%8.0g	validation_tvevent.do	validation_tvevent.do	canonical
intervals_oneday.dta	48f727e37122160907016ac1f8a9d6286a5a16d788ab66ae78f0ad2debfd4bcc	3136	1	4	id:int32:%12.0g|start:double:%td|stop:double:%td|tv_exp:int8:%8.0g	validation_tvevent.do	validation_tvevent.do	canonical
intervals_presplit.dta	ef2c8b1289c445fb0402a297dc20fc3adeea8eb8694a78a81de85cbea7fad99f	3265	5	4	id:int32:%12.0g|start:double:%td|stop:double:%td|tv_exp:int8:%8.0g	validation_tvevent.do	validation_tvevent.do	canonical
intervals_test.dta	6caa49ff471227ec28fe9b0b3af27951fc83a9dd70e0f132595b86031faa9442	3194	2	4	id:int32:%12.0g|start:double:%td|stop:double:%td|tv_exp:int8:%8.0g	validation_tvevent.do	validation_tvevent.do	canonical
intervals_with_cum.dta	cc306c25b64d6630c763bc11c6e785a6ece6a56af9a1cdb9cdd5bea348296bf6	3823	1	5	id:int32:%12.0g|start:double:%td|stop:double:%td|tv_exp:int8:%8.0g|cum_dose:double:%10.0g	validation_tvevent.do	validation_tvevent.do	canonical
intervals_zero_cum.dta	fcb1e7cfd3516cc86072224dda5de9b0ca8bdf6a5b91b1f72278b7e73e9d3a94	3823	1	5	id:int32:%12.0g|start:double:%td|stop:double:%td|tv_exp:int8:%8.0g|cum_exp:double:%10.0g	validation_tvevent.do	validation_tvevent.do	canonical
migrations_wide.dta	73091fb225f988f3cd17f3a33a5f9f60d3af78da06110f4c4784519964260978	19035	1000	7	id:int16:%12.0g|out_1:int16:%td|in_1:int16:%td|out_2:int16:%td|in_2:int16:%td|out_3:int16:%td|in_3:int16:%td	data/generate_test_data.do	source-control/retained-canonical	canonical
overlapping_exposures.dta	836e1c164820ebb3b0f24e3bd09bbfd05568c7d11bb7b89ae890e71755b9a803	13345	1431	4	id:int16:%12.0g|exp_start:int16:%td|exp_stop:int16:%td|exp_type:int8:%8.0g	data/generate_test_data.do	source-control/retained-canonical	canonical
point_events.dta	a0b5a65e581fafaba7e38486c7d8225b8c12ddd675590167968c648a882ddc10	14247	2306	3	id:int16:%12.0g|event_date:int16:%td|event_type:int8:%12.0g	data/generate_test_data.do	source-control/retained-canonical	canonical
steroids.dta	a0b2d3fed90a0c13a5d0a3d25f819c7e34711f54b126647a2b388861e9e3d6e4	28156	2688	5	id:int16:%12.0g|steroid_start:int16:%td|steroid_stop:int16:%td|steroid_dose:int16:%10.0g|steroid_type:int8:%10.0g	data/generate_test_data.do	source-control/retained-canonical	canonical
tvmerge_3way_cont1.dta	6b91846a1befa4b41740c4e3503ec1858a0b352555854d2a665c670dfbb0d2e4	3784	1	5	id:int32:%12.0g|s1:double:%td|e1:double:%td|x1:int8:%8.0g|c1:double:%10.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_3way_cont2.dta	41231c6b288eb2b672a7042d7629fd876b53c68a168287034f8cd4f2283769ca	3784	1	5	id:int32:%12.0g|s2:double:%td|e2:double:%td|x2:int8:%8.0g|c2:double:%10.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_3way_cont3.dta	924d721f69a658790fa29833c9094d33ff42b41a9932aa8ac823aff88b0f0232	3784	1	5	id:int32:%12.0g|s3:double:%td|e3:double:%td|x3:int8:%8.0g|c3:double:%10.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_3way_ds1.dta	8591091df3395e46c6d59392f08eb2c1471dad836570d0e90e83b9a654b3c9bd	3154	1	4	id:int32:%12.0g|s1:double:%td|e1:double:%td|x1:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_3way_ds2.dta	5518dcf7cd6e6e5c1db7b56f76041f0adbf9a8adef2a278fffe02ef12d255f91	3154	1	4	id:int32:%12.0g|s2:double:%td|e2:double:%td|x2:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_3way_ds3.dta	ce7090b3a03a0ded8744c1a00366dd7755dab4c5de7922b1bf0784ac02a1952c	3154	1	4	id:int32:%12.0g|s3:double:%td|e3:double:%td|x3:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_abutting1.dta	c0fa63ee9bc1d43e1c6d407be547e1dbf0796197a3513a0f545e2fccac442065	3157	2	4	id:int32:%12.0g|start1:double:%td|stop1:double:%td|exp1:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_abutting2.dta	0b06b7fb876cd46cd5a24c3135596d14e92174b2530f026de18dce0e8ed3cd29	3136	1	4	id:int32:%12.0g|start2:double:%td|stop2:double:%td|exp2:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_adj_same_ds1.dta	d919573a0187ba1aaad2aff3f2affdf72db0c01963d3d42d79db3d48428fb86b	3240	4	4	id:int32:%12.0g|start1:double:%td|stop1:double:%td|exp1:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_contain1.dta	a78cd8f25d6cdb59953394728a3842dd0501832ec3029f20a1f1afbf5e1cb432	3136	1	4	id:int32:%12.0g|start1:double:%td|stop1:double:%td|exp1:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_contain2.dta	95ee93b79545d23951a626c5605f7da96a897907d5104cb5e3db47bb6805bb59	3136	1	4	id:int32:%12.0g|start2:double:%td|stop2:double:%td|exp2:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_ds1_cont.dta	c25fba95840670611481ca22806bc0942c9ba75f7daaacb4391675c16fc0d11a	3181	1	4	id:int32:%12.0g|start1:double:%td|stop1:double:%td|cum1:double:%10.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_ds1_fullyear.dta	9a4bd06470d8a57aa48061f280bf46a4a05aa3b73db8f6272f30be054200c144	3172	1	4	id:int32:%12.0g|start1:double:%td|stop1:double:%td|exp1:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_ds1_ids123.dta	591fb862306775eb4fb8fe305644b3545ec9a41d00d3c5453738f3463d5113c8	3200	3	4	id:int32:%12.0g|start1:double:%td|stop1:double:%td|exp1:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_ds1_multi_exp.dta	d16fada64f925bd109f825b16a57e2e5112faae4ae29a307d3a5747482e9de50	3815	1	5	id:int32:%12.0g|start1:double:%td|stop1:double:%td|exp1a:int8:%8.0g|exp1b:double:%10.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_ds1_nonoverlap.dta	edbda0e025b1203f514d9394f07b4b8dc0694256a472a1f6d6b7058fa27367af	3159	1	4	id:int32:%12.0g|start1:double:%td|stop1:double:%td|exp1:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_ds1_partial.dta	55b64815d187d9ab57ba6b0f99693bfebc300211133aebfec0e07a4cba563746	3159	1	4	id:int32:%12.0g|start1:double:%td|stop1:double:%td|exp1:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_ds1_withvars.dta	97e8520f6ead093e7fcfb7d6dd9059ec52e8361e052e1cddbfab6117cb2592f3	3806	1	5	id:int32:%12.0g|start1:double:%td|stop1:double:%td|exp1:int8:%8.0g|dose1:int16:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_ds2_cont.dta	a029c7d06b94e5c28c45bde2cbc40b4abd0b7c07ec354e08aca9fcd676d03e86	3182	1	4	id:int32:%12.0g|start2:double:%td|stop2:double:%td|cum2:double:%10.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_ds2_ids234.dta	f28fd13bf4bca6363548b6918a9fb78011bbca7ce06b22ab1e98255c02487df4	3200	3	4	id:int32:%12.0g|start2:double:%td|stop2:double:%td|exp2:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_ds2_multi_exp.dta	048253fb6cd1fb1846f8d496e48f5cbd9bd07b565bce45d62f2d6023d1357ad3	3846	2	5	id:int32:%12.0g|start2:double:%td|stop2:double:%td|exp2a:int8:%8.0g|exp2b:double:%10.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_ds2_nonoverlap.dta	00a0ed446e2c999955ccb7d81ed35f5e09353a943a147ad7f56bef1da5a42fc3	3181	1	4	id:int32:%12.0g|start2:double:%td|stop2:double:%td|exp2:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_ds2_partial.dta	9fcfb011b94a33112bedc6e900343f1fc9cc9f65ea848187280da5ef9aa11ee9	3159	1	4	id:int32:%12.0g|start2:double:%td|stop2:double:%td|exp2:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_ds2_split.dta	ec499892de85e8f2996744187a75a47cbf88ae788bae33af6a8b3b00e6e9b393	3218	2	4	id:int32:%12.0g|start2:double:%td|stop2:double:%td|exp2:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_ds2_withvars.dta	c91a81086541ee60d0923f6a789037171eb682bce2a707bf6973f6f72b1b9d9e	3845	2	5	id:int32:%12.0g|start2:double:%td|stop2:double:%td|exp2:int8:%8.0g|drug2:string:%10s	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_ds_empty.dta	930b8e36ed567267d2b187863f88933a2a83b94a83bc1967dc0102b8d14f215b	3128	0	4	id:int32:%12.0g|start1:double:%td|stop1:double:%td|exp1:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_ds_sameday.dta	730fa68f1e30ea9188c370b69cb5165b7ebe7d42fe02cc8f7c05406021d42514	3166	1	4	id:int32:%12.0g|start1:double:%td|stop1:double:%td|exp1:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_frag_ds1.dta	bfb56a3c3b47d7614c6778aeeeb90f5decc68175a241e7bdb5cfd6196a446c11	3253	5	4	id:int32:%12.0g|start1:double:%td|stop1:double:%td|exp1:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_frag_ds2.dta	6d9006179b7610ecb5ff480032f8d20fd2db008ee76164d9a267ec98004ea8e2	3233	4	4	id:int32:%12.0g|start2:double:%td|stop2:double:%td|exp2:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_identical1.dta	f560cdeeb133c9d96c6420df4d691d38f4ecefcf2c22f6a305b268ca388058e0	3136	1	4	id:int32:%12.0g|start1:double:%td|stop1:double:%td|exp1:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
tvmerge_identical2.dta	fc70e21346eb780b32129d627d3e0d631293294f27a594b2dd05c1af01d38119	3136	1	4	id:int32:%12.0g|start2:double:%td|stop2:double:%td|exp2:int8:%8.0g	validation_tvmerge.do	validation_tvmerge.do	canonical
