case_id,era,year,code,case_kind,expected_score,expected_mi,expected_chf,expected_pvd,expected_cevd,expected_copd,expected_pulm,expected_rheum,expected_dem,expected_plegia,expected_diab,expected_diabcomp,expected_renal,expected_livmild,expected_livsev,expected_pud,expected_cancer,expected_mets,expected_aids
245,8,1986,7340,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
246,8,1986,7341,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
247,8,1986,7349,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
248,8,1986,7853,authoritative_prefix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,8,1986,792,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
250,8,1986,79299,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
251,8,1986,Y2901,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
252,9,1996,070,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
253,9,1996,079J,authoritative_prefix,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254,9,1996,140,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
255,9,1996,141,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
256,9,1996,142,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
257,9,1996,143,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
258,9,1996,144,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
259,9,1996,145,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
260,9,1996,146,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
261,9,1996,147,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
262,9,1996,148,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
263,9,1996,149,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
264,9,1996,150,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
265,9,1996,151,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
266,9,1996,152,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
267,9,1996,153,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
268,9,1996,154,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
269,9,1996,155,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
270,9,1996,156,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
271,9,1996,157,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
272,9,1996,158,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
273,9,1996,159,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
274,9,1996,160,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
275,9,1996,161,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
276,9,1996,162,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
277,9,1996,163,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
278,9,1996,164,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
279,9,1996,165,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
280,9,1996,166,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
281,9,1996,167,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
282,9,1996,168,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
283,9,1996,169,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
284,9,1996,170,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
285,9,1996,171,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
286,9,1996,172,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
287,9,1996,174,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
288,9,1996,175,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
289,9,1996,176,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
290,9,1996,177,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
291,9,1996,178,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
292,9,1996,179,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
293,9,1996,180,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
294,9,1996,181,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
295,9,1996,182,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
296,9,1996,183,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
297,9,1996,184,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
298,9,1996,185,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
299,9,1996,186,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
300,9,1996,187,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
301,9,1996,188,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
302,9,1996,189,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
303,9,1996,190,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
304,9,1996,191,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
305,9,1996,192,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
306,9,1996,193,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
307,9,1996,194,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
308,9,1996,195,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
309,9,1996,196,authoritative_prefix,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
310,9,1996,197,authoritative_prefix,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
311,9,1996,198,authoritative_prefix,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
312,9,1996,199,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
313,9,1996,199A,authoritative_prefix,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
314,9,1996,199B,authoritative_prefix,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
315,9,1996,200,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
316,9,1996,201,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
317,9,1996,202,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
318,9,1996,203,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
319,9,1996,204,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
320,9,1996,205,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
321,9,1996,206,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
322,9,1996,207,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
323,9,1996,208,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
324,9,1996,250A,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
325,9,1996,250B,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
326,9,1996,250C,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
327,9,1996,250D,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
328,9,1996,250E,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
329,9,1996,250F,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
330,9,1996,250G,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
331,9,1996,279K,authoritative_prefix,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
332,9,1996,290,authoritative_prefix,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
333,9,1996,294B,authoritative_prefix,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
334,9,1996,331A,authoritative_prefix,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
335,9,1996,331B,authoritative_prefix,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
336,9,1996,331C,authoritative_prefix,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
337,9,1996,331X,authoritative_prefix,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
338,9,1996,342,authoritative_prefix,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
339,9,1996,343,authoritative_prefix,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
340,9,1996,344A,authoritative_prefix,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
341,9,1996,344B,authoritative_prefix,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
342,9,1996,344C,authoritative_prefix,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
343,9,1996,344D,authoritative_prefix,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
344,9,1996,344E,authoritative_prefix,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
345,9,1996,344F,authoritative_prefix,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
346,9,1996,402A,authoritative_prefix,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,9,1996,402B,authoritative_prefix,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,9,1996,402X,authoritative_prefix,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,9,1996,403A,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
350,9,1996,403B,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
351,9,1996,403X,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
352,9,1996,404A,authoritative_prefix,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,9,1996,404B,authoritative_prefix,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,9,1996,404X,authoritative_prefix,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,9,1996,410,authoritative_prefix,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,9,1996,412,authoritative_prefix,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,9,1996,425E,authoritative_prefix,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,9,1996,425F,authoritative_prefix,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,9,1996,425H,authoritative_prefix,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,9,1996,425W,authoritative_prefix,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,9,1996,425X,authoritative_prefix,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,9,1996,428,authoritative_prefix,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,9,1996,430,authoritative_prefix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,9,1996,431,authoritative_prefix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,9,1996,432,authoritative_prefix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,9,1996,433,authoritative_prefix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,9,1996,434,authoritative_prefix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,9,1996,435,authoritative_prefix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,9,1996,436,authoritative_prefix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,9,1996,437,authoritative_prefix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,9,1996,438,authoritative_prefix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,9,1996,440,authoritative_prefix,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,9,1996,441,authoritative_prefix,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,9,1996,443B,authoritative_prefix,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,9,1996,443X,authoritative_prefix,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,9,1996,446,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
377,9,1996,447B,authoritative_prefix,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,9,1996,456A,authoritative_prefix,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
379,9,1996,456B,authoritative_prefix,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
380,9,1996,456C,authoritative_prefix,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
381,9,1996,490,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
382,9,1996,491,authoritative_prefix,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
383,9,1996,492,authoritative_prefix,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
384,9,1996,493,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
385,9,1996,494,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
386,9,1996,495,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
387,9,1996,496,authoritative_prefix,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
388,9,1996,500,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
389,9,1996,501,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
390,9,1996,502,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
391,9,1996,503,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
392,9,1996,504,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
393,9,1996,505,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
394,9,1996,506,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
395,9,1996,507,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
396,9,1996,508,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
397,9,1996,516,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
398,9,1996,517,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
399,9,1996,531,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
400,9,1996,532,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
401,9,1996,533,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
402,9,1996,534,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
403,9,1996,557,authoritative_prefix,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,9,1996,571C,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
405,9,1996,571E,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
406,9,1996,571F,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
407,9,1996,572C,authoritative_prefix,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
408,9,1996,572D,authoritative_prefix,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
409,9,1996,572E,authoritative_prefix,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
410,9,1996,573,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
411,9,1996,582,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
412,9,1996,583,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
413,9,1996,585,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
414,9,1996,586,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
415,9,1996,588A,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
416,9,1996,696A,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
417,9,1996,710A,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
418,9,1996,710B,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
419,9,1996,710C,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
420,9,1996,710D,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
421,9,1996,710E,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
422,9,1996,714,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
423,9,1996,719D,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
424,9,1996,720,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
425,9,1996,725,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
426,9,1996,789F,authoritative_prefix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,9,1996,V42A,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
428,9,1996,V45B,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
429,9,1996,V56,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
430,10,1998,B15,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
431,10,1998,B16,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
432,10,1998,B17,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
433,10,1998,B18,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
434,10,1998,B19,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
435,10,1998,B20,authoritative_prefix,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
436,10,1998,B21,authoritative_prefix,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
437,10,1998,B22,authoritative_prefix,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
438,10,1998,B23,authoritative_prefix,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
439,10,1998,B24,authoritative_prefix,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
440,10,1998,C00,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
441,10,1998,C01,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
442,10,1998,C02,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
443,10,1998,C03,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
444,10,1998,C04,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
445,10,1998,C05,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
446,10,1998,C06,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
447,10,1998,C07,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
448,10,1998,C08,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
449,10,1998,C09,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
450,10,1998,C10,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
451,10,1998,C11,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
452,10,1998,C12,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
453,10,1998,C13,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
454,10,1998,C14,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
455,10,1998,C15,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
456,10,1998,C16,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
457,10,1998,C17,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
458,10,1998,C18,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
459,10,1998,C19,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
460,10,1998,C20,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
461,10,1998,C21,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
462,10,1998,C22,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
463,10,1998,C23,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
464,10,1998,C24,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
465,10,1998,C25,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
466,10,1998,C26,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
467,10,1998,C27,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
468,10,1998,C28,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
469,10,1998,C29,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
470,10,1998,C30,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
471,10,1998,C31,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
472,10,1998,C32,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
473,10,1998,C33,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
474,10,1998,C34,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
475,10,1998,C35,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
476,10,1998,C36,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
477,10,1998,C37,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
478,10,1998,C38,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
479,10,1998,C39,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
480,10,1998,C40,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
481,10,1998,C41,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
482,10,1998,C43,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
483,10,1998,C45,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
484,10,1998,C46,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
485,10,1998,C47,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
486,10,1998,C48,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
487,10,1998,C49,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
488,10,1998,C50,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
489,10,1998,C51,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
