"dataset","config","metric","value_r","value_stata","abs_diff","rel_diff","tolerance","status"
"grace_test","6B_PP_logistic_quad_grace1","w_max",1.02409821137261,1.02409845115037,2.39777759869497e-07,2.34135457972966e-07,0.5,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","w_mean",1.00100400109527,1.00100400133196,2.36686892307603e-10,2.36449496697977e-10,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","w_min",0.977463922726714,0.977463890050757,3.26759571622759e-08,3.34293240853932e-08,0.05,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","w_n_truncated",4713,4713,0,0,5,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","w_sd",0.00475578077615467,0.0047557945453388,1.37691841296805e-08,2.89524368607888e-06,0.05,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","coef",-0.0575149633700734,-0.0575149396200496,2.3750023794844e-08,4.12936603111113e-07,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","n_expanded",259944,259944,0,0,0,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","or_hr",0.944107763246877,0.944107785669459,2.24225821243706e-08,2.37500235298568e-08,0.05,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_arm0_t0",0.00150833324227517,0.0015083333839158,1.41640629997344e-10,9.39053869043392e-08,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_arm0_t1",0.00400407040409401,0.0040040706931112,2.89017189521179e-10,7.21808408673749e-08,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_arm0_t2",0.00768645479727059,0.0076864552018312,4.04560609838789e-10,5.26329236580222e-08,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_arm0_t3",0.0125317321431565,0.0125317326007149,4.57558399155622e-10,3.65119823199483e-08,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_arm0_t4",0.0182204820071022,0.0182204824517969,4.44694701201565e-10,2.4406307702226e-08,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_arm0_t5",0.0241860061491875,0.0241860065445304,3.95342900777473e-10,1.63459354089557e-08,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_arm0_t6",0.0297795942034738,0.0297795945586677,3.5519389859906e-10,1.19274256034381e-08,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_arm0_t7",0.0344734026831092,0.034473403042813,3.59703801466882e-10,1.04342411748605e-08,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_arm0_t8",0.0379999106834107,0.0379999110999846,4.1657390037475e-10,1.09624967089704e-08,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_arm1_t0",0.00142423946604819,0.001424239633553,1.67504810152583e-10,1.17609990767294e-07,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_arm1_t1",0.00378140155016993,0.0037814019125483,3.62378370366567e-10,9.58317520187531e-08,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_arm1_t2",0.00726054254881581,0.0072605431020887,5.53272890176093e-10,7.62026865479152e-08,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_arm1_t3",0.0118404662656111,0.0118404669757478,7.10136699444419e-10,5.99753963166279e-08,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_arm1_t4",0.0172204755636706,0.0172204763859157,8.22245101866903e-10,4.77481042591482e-08,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_arm1_t5",0.0228652738579667,0.0228652747626423,9.04675601792748e-10,3.9565481332891e-08,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_arm1_t6",0.0281607681997892,0.0281607691865006,9.86711400086104e-10,3.50385102605473e-08,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_arm1_t7",0.0326062742392461,0.032606275330255,1.09100890127722e-09,3.34600898209581e-08,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_arm1_t8",0.035947263537082,0.0359472647567374,1.21965540444968e-09,3.3929018319011e-08,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_diff_t0",-8.40937762269789e-05,-8.40937503628e-05,2.58641789084059e-11,3.07563627461278e-07,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_diff_t1",-0.00022266885392408,-0.0002226687805629,7.33611800051315e-11,3.29463249494054e-07,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_diff_t2",-0.000425912248454785,-0.0004259120997425,1.48712284999374e-10,3.49161916482962e-07,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_diff_t3",-0.000691265877545422,-0.0006912656249671,2.52578321972841e-10,3.65385335029298e-07,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_diff_t4",-0.00100000644343168,-0.0010000060658812,3.77550480028938e-10,3.77548189866471e-07,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_diff_t5",-0.00132073229122087,-0.0013207317818881,5.09332769970533e-10,3.85644365461091e-07,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_diff_t6",-0.00161882600368457,-0.0016188253721671,6.31517470045181e-10,3.90108458208669e-07,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_diff_t7",-0.00186712844386305,-0.001867127712558,7.31305050153883e-10,3.91673823507221e-07,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","pred_diff_t8",-0.00205264714632869,-0.0020526463432472,8.03081489763463e-10,3.91242014195695e-07,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","se",0.176197391195691,0.176193897016661,3.4941790298948e-06,1.98314418890705e-05,0.05,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","w_ess",259933.377671187,259933.377660952,1.02348858490586e-05,3.9375035023046e-11,50,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","w_max",1.03586897570088,1.0358688319037,1.437971850482e-07,1.38817947426735e-07,0.5,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","w_mean",1.00072853459549,1.0007285274288,7.16669390499192e-09,7.16147657287790e-09,0.02,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","w_min",0.968090659851796,0.968090525352637,1.34499158921386e-07,1.38932419437112e-07,0.05,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","w_n_truncated",5194,5194,0,0,5,"PASS"
"grace_test","6C_PP_logistic_quad_grace2","w_sd",0.00639728890350806,0.0063972919397752,3.03626713962085e-09,4.74617567590255e-07,0.05,"PASS"
"ipcw_dgp","5A_PP_logistic_quad_iptw_only","coef",-0.233941664940437,-0.233941663286336,1.65410091179652e-09,7.07057002399765e-09,0.02,"PASS"
"ipcw_dgp","5A_PP_logistic_quad_iptw_only","or_hr",0.791407981380771,0.791407982689839,1.30906774309381e-09,1.65409974592946e-09,0.05,"PASS"
"ipcw_dgp","5A_PP_logistic_quad_iptw_only","pred_arm0_t0",0.0164866531495499,0.0164866531355372,1.40127007219881e-11,8.49942108127669e-10,0.02,"PASS"
"ipcw_dgp","5A_PP_logistic_quad_iptw_only","pred_arm0_t3",0.0713716959816209,0.0713716959209443,6.06765887534166e-11,8.50149179874131e-10,0.02,"PASS"
"ipcw_dgp","5A_PP_logistic_quad_iptw_only","pred_arm0_t6",0.134027472423177,0.134027472314766,1.08410613819387e-10,8.08868599452378e-10,0.02,"PASS"
"ipcw_dgp","5A_PP_logistic_quad_iptw_only","pred_arm0_t9",0.203458081239669,0.2034580810918,1.47869078093166e-10,7.26779085400139e-10,0.02,"PASS"
"ipcw_dgp","5A_PP_logistic_quad_iptw_only","pred_arm1_t0",0.0131050738824997,0.0131050738927683,1.02686002062535e-11,7.83559122998917e-10,0.02,"PASS"
"ipcw_dgp","5A_PP_logistic_quad_iptw_only","pred_arm1_t3",0.0571686803785387,0.0571686804211766,4.26379001550181e-11,7.45826208352083e-10,0.02,"PASS"
"ipcw_dgp","5A_PP_logistic_quad_iptw_only","pred_arm1_t6",0.108324358030154,0.108324358110478,8.0324205620208e-11,7.41515638969092e-10,0.02,"PASS"
"ipcw_dgp","5A_PP_logistic_quad_iptw_only","pred_arm1_t9",0.166140135847884,0.166140135975875,1.27991089948765e-10,7.70380312962727e-10,0.02,"PASS"
"ipcw_dgp","5A_PP_logistic_quad_iptw_only","pred_diff_t0",-0.00338157926705018,-0.0033815792427689,2.42812801115599e-11,7.1804557481486e-09,0.02,"PASS"
"ipcw_dgp","5A_PP_logistic_quad_iptw_only","pred_diff_t3",-0.0142030156030821,-0.0142030154997677,1.03314398702814e-10,7.27411715522692e-09,0.02,"PASS"
"ipcw_dgp","5A_PP_logistic_quad_iptw_only","pred_diff_t6",-0.0257031143930233,-0.0257031142042882,1.88735100464799e-10,7.34288845175464e-09,0.02,"PASS"
"ipcw_dgp","5A_PP_logistic_quad_iptw_only","pred_diff_t9",-0.0373179453917855,-0.0373179451159248,2.75860695397867e-10,7.39217270782008e-09,0.02,"PASS"
"ipcw_dgp","5A_PP_logistic_quad_iptw_only","se",0.209689843183238,0.209668678206803,2.116497643459e-05,0.000100944865087165,0.05,"PASS"
"ipcw_dgp","5A_PP_logistic_quad_iptw_only","w_ess",36977.8620348423,36977.862035007,1.64727680385113e-07,4.45476485982788e-12,50,"PASS"
"ipcw_dgp","5A_PP_logistic_quad_iptw_only","w_max",1.0569974908998,1.05699749001344,8.86364093233283e-10,8.38567831624667e-10,0.5,"PASS"
"ipcw_dgp","5A_PP_logistic_quad_iptw_only","w_mean",1.00128965840018,1.00128965840587,5.69388980409258e-12,5.68655608923163e-12,0.02,"PASS"
"ipcw_dgp","5A_PP_logistic_quad_iptw_only","w_min",0.924850448803537,0.924850450162751,1.35921451871468e-09,1.46965870911939e-09,0.05,"PASS"
"ipcw_dgp","5A_PP_logistic_quad_iptw_only","w_n_truncated",738,738,0,0,5,"PASS"
"ipcw_dgp","5A_PP_logistic_quad_iptw_only","w_sd",0.015740533633951,0.015740533492111,1.41840001549598e-10,9.01113050715128e-09,0.05,"PASS"
"ipcw_dgp","5B_PP_logistic_quad_iptw_ipcw","coef",-0.248851465314093,-0.248851179613522,2.85700571395209e-07,1.1480780273532e-06,0.02,"PASS"
"ipcw_dgp","5B_PP_logistic_quad_iptw_ipcw","or_hr",0.779695776651374,0.779695999410935,2.22759561241404e-07,2.85700531245126e-07,0.05,"PASS"
"ipcw_dgp","5B_PP_logistic_quad_iptw_ipcw","pred_arm0_t0",0.0165962506962318,0.0165962580558187,7.35958689823679e-09,4.43448569760971e-07,0.02,"PASS"
"ipcw_dgp","5B_PP_logistic_quad_iptw_ipcw","pred_arm0_t3",0.0718187291484652,0.0718187491442749,1.99958097024666e-08,2.78420467367059e-07,0.02,"PASS"
"ipcw_dgp","5B_PP_logistic_quad_iptw_ipcw","pred_arm0_t6",0.135288229485138,0.135288252547665,2.30625269159734e-08,1.70469545445921e-07,0.02,"PASS"
"ipcw_dgp","5B_PP_logistic_quad_iptw_ipcw","pred_arm0_t9",0.206707251471727,0.206707276857516,2.53857888876663e-08,1.22810330016416e-07,0.02,"PASS"
"ipcw_dgp","5B_PP_logistic_quad_iptw_ipcw","pred_arm1_t0",0.0130002441192286,0.0130002535435518,9.42432320030773e-09,7.24933799847484e-07,0.02,"PASS"
"ipcw_dgp","5B_PP_logistic_quad_iptw_ipcw","pred_arm1_t3",0.0567147886393946,0.0567148198660168,3.12266221977331e-08,5.50590167993179e-07,0.02,"PASS"
"ipcw_dgp","5B_PP_logistic_quad_iptw_ipcw","pred_arm1_t6",0.107865073313899,0.107865119730597,4.6416697901952e-08,4.30321664852197e-07,0.02,"PASS"
"ipcw_dgp","5B_PP_logistic_quad_iptw_ipcw","pred_arm1_t9",0.166659745051652,0.166659806487519,6.14358670047999e-08,3.6863037525128e-07,0.02,"PASS"
"ipcw_dgp","5B_PP_logistic_quad_iptw_ipcw","pred_diff_t0",-0.00359600657700321,-0.0035960045122669,2.06473630987719e-09,5.74175116531095e-07,0.02,"PASS"
"ipcw_dgp","5B_PP_logistic_quad_iptw_ipcw","pred_diff_t3",-0.0151039405090706,-0.0151039292782581,1.12308125004706e-08,7.43568927897275e-07,0.02,"PASS"
"ipcw_dgp","5B_PP_logistic_quad_iptw_ipcw","pred_diff_t6",-0.027423156171239,-0.027423132817068,2.33541709998564e-08,8.51623013156282e-07,0.02,"PASS"
"ipcw_dgp","5B_PP_logistic_quad_iptw_ipcw","pred_diff_t9",-0.0400475064200749,-0.0400474703699969,3.60500779991724e-08,9.00183648707576e-07,0.02,"PASS"
"ipcw_dgp","5B_PP_logistic_quad_iptw_ipcw","se",0.212136164800492,0.212114752738233,2.14120622585856e-05,0.000100945653153177,0.05,"PASS"
"ipcw_dgp","5B_PP_logistic_quad_iptw_ipcw","w_ess",36751.7404689755,36751.7404679762,9.99287294689566e-07,2.71902032928291e-11,50,"PASS"
"ipcw_dgp","5B_PP_logistic_quad_iptw_ipcw","w_max",1.34230252854893,1.34230252838521,1.63721036727793e-10,1.2197029601423e-10,0.5,"PASS"
"ipcw_dgp","5B_PP_logistic_quad_iptw_ipcw","w_mean",0.996594831104484,0.996594842152315,1.10478307613349e-08,1.10855789073474e-08,0.02,"PASS"
"ipcw_dgp","5B_PP_logistic_quad_iptw_ipcw","w_min",0.814794652769507,0.814794661407552,8.63804461292972e-09,1.06014987849915e-08,0.05,"PASS"
"ipcw_dgp","5B_PP_logistic_quad_iptw_ipcw","w_n_truncated",736,739,3,0.0040595399188092,5,"PASS"
"ipcw_dgp","5B_PP_logistic_quad_iptw_ipcw","w_sd",0.079736865500928,0.0797368665552856,1.05435760122674e-09,1.32229625614358e-08,0.05,"PASS"
"ipcw_dgp","5C_PP_cox_quad_iptw_ipcw","coef",-0.248790001242212,-0.24455900166308,0.00423099957913201,0.0173005268681989,0.02,"PASS"
"ipcw_dgp","5C_PP_cox_quad_iptw_ipcw","or_hr",0.779743701401446,0.783049785762729,0.00330608436128255,0.0042220615105108,0.05,"PASS"
"ipcw_dgp","5C_PP_cox_quad_iptw_ipcw","se",0.210051720831847,0.207031877980761,0.00301984285108631,0.0145863665080937,0.05,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","coef",-0.33219087187463,-0.332190889231868,1.7357237536153e-08,5.2250793440749e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","or_hr",0.71735038777305,0.717350375321829,1.24512206101102e-08,1.73572371862552e-08,0.01,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_arm0_t0",0.019108853122884,0.019108854400036,1.2771519987409e-09,6.68356130621045e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_arm0_t1",0.0390506070507287,0.0390506095077319,2.4570031981197e-09,6.291843402939e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_arm0_t2",0.059740592657059,0.0597405962375297,3.58047069770606e-09,5.99336284403665e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_arm0_t3",0.0810829870554223,0.0810829917495957,4.69417339721279e-09,5.78934409784675e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_arm0_t4",0.102972528860911,0.102972534709637,5.84872589248775e-09,5.67988921412885e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_arm0_t5",0.125296507682394,0.125296514779219,7.09682498878372e-09,5.66402425581335e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_arm0_t6",0.14793695054409,0.147936959035349,8.49125939006434e-09,5.73978230013189e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_arm0_t7",0.170772919285468,0.170772929368392,1.00829238847133e-08,5.90428700965972e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_arm0_t8",0.193682829836318,0.193682841755311,1.19189929037589e-08,6.15387134747678e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_arm0_t9",0.216546706666314,0.216546720707616,1.40413015936591e-08,6.48419036214263e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_arm1_t0",0.0137961783734847,0.0137961790707634,6.9727870005698e-10,5.05414358918144e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_arm1_t1",0.0282921468688757,0.0282921482031181,1.33424239712188e-09,4.71594587849228e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_arm1_t2",0.0434405072083158,0.0434405091509796,1.94266380065811e-09,4.47200974073827e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_arm1_t3",0.0591848745965867,0.0591848771559087,2.55932199738629e-09,4.3242837028188e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_arm1_t4",0.0754606606753072,0.0754606639002534,3.2249461989764e-09,4.27367853964185e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_arm1_t5",0.0921960798340274,0.0921960838169911,3.98296369497064e-09,4.32010073538135e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_arm1_t6",0.109313345698904,0.109313350577013,4.87810859761684e-09,4.46250030016247e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_arm1_t7",0.126730016144844,0.12673002209981,5.95496610356072e-09,4.69893873992281e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_arm1_t8",0.144360439116218,0.144360446372735,7.25651722044418e-09,5.02666582348189e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_arm1_t9",0.162117248268053,0.162117257090824,8.8227713190836e-09,5.44221600920669e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_diff_t0",-0.00531267474939934,-0.0053126753292726,5.79873259652641e-10,1.09149011319695e-07,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_diff_t1",-0.010758460181853,-0.0107584613046138,1.1227607992631e-09,1.04360722920628e-07,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_diff_t2",-0.0163000854487432,-0.0163000870865501,1.6378069005174e-09,1.00478414122635e-07,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_diff_t3",-0.0218981124588356,-0.021898114593687,2.1348513998265e-09,9.74901921666788e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_diff_t4",-0.0275118681856041,-0.0275118708093835,2.62377939860836e-09,9.53689924173919e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_diff_t5",-0.0331004278483661,-0.0331004309622279,3.11386180035234e-09,9.4073149799943e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_diff_t6",-0.0386236048451863,-0.0386236084583368,3.61315050101396e-09,9.35477197815802e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_diff_t7",-0.0440429031406233,-0.0440429072685818,4.12795850279757e-09,9.37258405223913e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_diff_t8",-0.0493223907201,-0.0493223953825757,4.66247569719247e-09,9.45306013835573e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","pred_diff_t9",-0.0544294583982603,-0.0544294636167913,5.21853100315939e-09,9.58769507614528e-08,0.005,"PASS"
"nhefs_synth","2A_ITT_logistic_quad","se",0.135678272885025,0.135650402879997,2.78700050279912e-05,0.000205454642494843,0.01,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","coef",-0.332081817916847,-0.332081835179484,1.72626374306262e-08,5.19830824871707e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","or_hr",0.717428621937749,0.717428609553039,1.23847098132401e-08,1.72626372134168e-08,0.01,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_arm0_t0",0.0196360178746386,0.0196360188010323,9.26393701333739e-10,4.7178285513e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_arm0_t1",0.0397605663845766,0.0397605683506056,1.96602900626175e-09,4.94467027967372e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_arm0_t2",0.060362938321478,0.0603629414390877,3.11760969817776e-09,5.16477431989252e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_arm0_t3",0.0814301757532706,0.0814301801322107,4.37894009941431e-09,5.37753949740087e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_arm0_t4",0.102946973217865,0.102946978964736,5.74687099297311e-09,5.58236001752093e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_arm0_t5",0.1248955912696,0.124895598486854,7.21725409991159e-09,5.77862966137373e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_arm0_t6",0.147255782458228,0.147255791243124,8.78489569977603e-09,5.96573868206779e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_arm0_t7",0.170004731895913,0.170004742339448,1.04435352032972e-08,6.14308463374782e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_arm0_t8",0.193117014614819,0.193117026800634,1.21858149959575e-08,6.31006762989243e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_arm0_t9",0.216564571930912,0.216564585934197,1.40032845041826e-08,6.46610083720593e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_arm1_t0",0.0141808018974461,0.0141808023352749,4.37828799257356e-10,3.08747551024142e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_arm1_t1",0.0288147197088323,0.0288147206790365,9.70204198230684e-10,3.36704356442551e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_arm1_t2",0.0439037382208745,0.0439037398203499,1.59947540628869e-09,3.64314159302509e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_arm1_t3",0.0594485937418544,0.0594485960694002,2.32754580192784e-09,3.91522416982004e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_arm1_t4",0.075448666050847,0.0754486692066605,3.15581349941141e-09,4.18272917547076e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_arm1_t5",0.0919018693990625,0.091901873484173,4.08511049987403e-09,4.44507858762809e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_arm1_t6",0.108804543548362,0.108804548664004,5.11564150762478e-09,4.70167981985961e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_arm1_t7",0.126151345964808,0.126151352211734,6.24692558792717e-09,4.95192915367428e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_arm1_t8",0.143935146419532,0.143935153897266,7.4777339875709e-09,5.1952103326392e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_arm1_t9",0.162146925382698,0.162146934188736,8.80603759356724e-09,5.43089984255712e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_diff_t0",-0.00545521597719256,-0.0054552164657574,4.88564840493699e-10,8.95592032984281e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_diff_t1",-0.0109458466757443,-0.0109458476715691,9.95824801092171e-10,9.09774035754892e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_diff_t2",-0.0164592001006035,-0.0164592016187378,1.51813429882797e-09,9.22362052543097e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_diff_t3",-0.0219815820114162,-0.0219815840628105,2.05139429748646e-09,9.33233151725909e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_diff_t4",-0.0274983071670175,-0.0274983097580755,2.59105800010095e-09,9.42260823627544e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_diff_t5",-0.0329937218705376,-0.0329937250026811,3.13214350289304e-09,9.49314908407134e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_diff_t6",-0.0384512389098658,-0.0384512425791202,3.66925440031807e-09,9.54261593176847e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_diff_t7",-0.0438533859311049,-0.0438533901277146,4.19660969863678e-09,9.56963574860451e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_diff_t8",-0.0491818681952867,-0.049181872903368,4.70808129982014e-09,9.57279790680304e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","pred_diff_t9",-0.0544176465482148,-0.0544176517454609,5.19724609876482e-09,9.55066220621755e-08,0.005,"PASS"
"nhefs_synth","2B_ITT_logistic_linear","se",0.135690079257413,0.135666851044914,2.32282124988104e-05,0.000171215092853599,0.01,"PASS"
"nhefs_synth","2C_ITT_cox_quad","coef",-0.328546941405847,-0.324613945713473,0.0039329956923736,0.0121159172127655,0.005,"PASS"
"nhefs_synth","2C_ITT_cox_quad","or_hr",0.719969131069405,0.722806342272992,0.00283721120358693,0.00392527159441465,0.01,"PASS"
"nhefs_synth","2C_ITT_cox_quad","se",0.133857603540406,0.132304695087843,0.0015529084525629,0.0117373646606558,0.01,"PASS"
"nhefs_synth","2D_ITT_logistic_ns3","coef",-0.332449038311614,-0.332729435521254,0.000280397209639738,0.0008427183762701,0.005,"PASS"
"nhefs_synth","2D_ITT_logistic_ns3","or_hr",0.717165215882982,0.716964152947658,0.000201062935323959,0.000280436524611904,0.01,"PASS"
"nhefs_synth","2D_ITT_logistic_ns3","pred_arm0_t0",0.0185541256117738,0.0215842509623989,0.0030301253506251,0.140385939540073,0.005,"PASS"
"nhefs_synth","2D_ITT_logistic_ns3","pred_arm0_t1",0.0380743714779325,0.0411257407772218,0.0030513692992893,0.0741960932890807,0.005,"PASS"
"nhefs_synth","2D_ITT_logistic_ns3","pred_arm0_t2",0.0585759275878508,0.059514269174567,0.000938341586716199,0.0157666657043853,0.005,"PASS"
"nhefs_synth","2D_ITT_logistic_ns3","pred_arm0_t3",0.0800688999783897,0.0781561561242933,0.0019127438540964,0.0244733613952882,0.005,"PASS"
"nhefs_synth","2D_ITT_logistic_ns3","pred_arm0_t4",0.102523503313879,0.0988422108848874,0.00368129242899159,0.0372441328055568,0.005,"PASS"
"nhefs_synth","2D_ITT_logistic_ns3","pred_arm0_t5",0.125724186257421,0.122488594189759,0.00323559206766209,0.0264154559782891,0.005,"PASS"
"nhefs_synth","2D_ITT_logistic_ns3","pred_arm0_t6",0.149222672265306,0.148250376053319,0.000972296211987189,0.00655847383238677,0.005,"PASS"
"nhefs_synth","2D_ITT_logistic_ns3","pred_arm0_t7",0.17242588232737,0.173560346364278,0.00113446403690812,0.00653642413530935,0.005,"PASS"
"nhefs_synth","2D_ITT_logistic_ns3","pred_arm0_t8",0.194916104884718,0.196524788962803,0.0016086840780852,0.00818565477960994,0.005,"PASS"
"nhefs_synth","2D_ITT_logistic_ns3","pred_arm0_t9",0.216521757876049,0.216593517670298,7.17597942494208e-05,0.000331310904505714,0.005,"PASS"
"nhefs_synth","2D_ITT_logistic_ns3","pred_arm1_t0",0.0133897918994684,0.0155880787226899,0.0021982868232215,0.141023590034973,0.005,"PASS"
"nhefs_synth","2D_ITT_logistic_ns3","pred_arm1_t1",0.0275711185372441,0.0297958045862294,0.0022246860489853,0.0746644059416833,0.005,"PASS"
"nhefs_synth","2D_ITT_logistic_ns3","pred_arm1_t2",0.0425718143437027,0.0432512797449809,0.000679465401278202,0.0157097178461419,0.005,"PASS"
